ID_PROTOCOLO,CODIGOINVIMA,VERSION,FECHA_PROTOCOLO,FECHA_PREVISTA_TERMINACION,TITULO_CIENTIFICO_PROTOCOLO,TITULO_PUBLICO_PROTOCOLO,NRO_INVESTIGACION_PRIMARIA,FECHA_REGISTRO_OFICIAL_PRIMARIA,NRO_IDENTIFICACION_SECUNDARIA,FECHA_REGISTRO_OFICIAL_SECUNDARIO,PATROCINADOR,CRO,PAIS_DESARROLLA_ACTIVIDAD,FUENTE_FINANCIACION,ESPECIALIDAD_PROTOCOLO,TIPO_INVESTIGACION,CODIGOASIGNADOPATROCINADOR,MOLECULA_ESTUDIO,ORIGEN,ESTADO,ID_MEDICAMENTO,ID_DISPOSITIVOS
86,PI MS 1002,9,2019-02-27,2020-02-13,Titulo x,Titulo x,657574,2019-02-27,1233433,2019-02-27,MERCK SHARP Y DOHME COLOMBIA S A S,CRO86,COLOMBIA,Fuente 86,Especialidda 86,Tipo 86,MK0517 044,Molecula 86,Origen 86,APROBADO,3875,
87,PI MS 1002,14,2019-09-13,2020-03-13,Titulo x18,Titulo x18,324241,2019-09-13,436465,2019-09-13,MERCK SHARP Y DOHME COLOMBIA S A S,CRO87,COLOMBIA,Fuente 87,Especialidda 87,Tipo 87,MK0517 044,Molecula 87,Origen 87,APROBADO,3874,
88,PI MS 1002,16,2018-11-02,2020-01-12,Titulo 18,Titulo 18,2349,2018-11-02,688998,2018-11-02,MERCK SHARP Y DOHME COLOMBIA S A S,CRO88,COLOMBIA,Fuente 88,Especialidda 88,Tipo 88,MK0517 044,Molecula 88,Origen 88,APROBADO,3873,
89,PI MS 1002,9,2014-08-29,2020-03-13,Titulo 19,Titulo 19,220,2014-08-29,8099,2014-08-29,MERCK SHARP Y DOHME COLOMBIA S A S,CRO89,COLOMBIA,Fuente 89,Especialidda 89,Tipo 89,MK0517 044,Molecula 89,Origen 89,APROBADO,3872,
90,PI MS 1002,10,2015-01-27,2020-01-12,Titulo y,Titulo y,253462,2015-01-27,23433,2015-01-27,MERCK SHARP Y DOHME COLOMBIA S A S,CRO90,COLOMBIA,Fuente 90,Especialidda 90,Tipo 90,MK0517 044,Molecula 90,Origen 90,APROBADO,3871,
91,PI MS 1002,12,2016-10-13,2020-01-12,Titulo x,Titulo x,578764,2016-10-13,21322,2016-10-13,MERCK SHARP Y DOHME COLOMBIA S A S,CRO91,COLOMBIA,Fuente 91,Especialidda 91,Tipo 91,MK0517 044,Molecula 91,Origen 91,EN CURSO,3870,
92,PI PA 513,14,2019-02-11,2020-02-14,Titulo x19,Titulo x19,2350,2019-02-11,24534,2019-02-11,ASTRAZENECA PAREXELINTERNATIONAL COLOMBIA S A S,CRO92,COLOMBIA,Fuente 92,Especialidda 92,Tipo 92,BCB109,Molecula 92,Origen 92,EN CURSO,3869,
93,PI PP 455,17,2019-02-28,2020-02-14,Titulo 19,Titulo 19,45653,2019-02-28,23322,2019-02-28,BOEHRINGER INGELHEIM S A PPD COLOMBIA,CRO93,COLOMBIA,Fuente 93,Especialidda 93,Tipo 93,BI 1218 74,Molecula 93,Origen 93,EN CURSO,3868,
94,PI DR 777,18,2019-09-14,2020-03-14,Titulo 20,Titulo 20,689705,2019-09-14,12331,2019-09-14,DRUG FOR NEGLECTED DISEASES INICIATIVE DND UNIVERSIDAD E ANTIOQUIA SEDE DE INVESTIGACIÓN UNIVERSITARIA SIU,CRO94,COLOMBIA,Fuente 94,Especialidda 94,Tipo 94,DNDI CL TF001,Molecula 94,Origen 94,RECHAZADO,3867,
95,PI ALL 996,15,2018-11-03,2020-01-13,Titulo y,Titulo y,34440,2018-11-03,1233434,2018-11-03,ALLERGAN PPD COLOMBIA S A S,CRO95,COLOMBIA,Fuente 95,Especialidda 95,Tipo 95,192024 092,Molecula 95,Origen 95,APROBADO,3866,
96,PI ALL 996,12,2014-08-30,2020-03-14,Titulo x,Titulo x,234242,2014-08-30,436466,2014-08-30,ALLERGAN PPD COLOMBIA S A S,CRO96,COLOMBIA,Fuente 96,Especialidda 96,Tipo 96,192024 092,Molecula 96,Origen 96,EN CURSO,3865,
97,PI ALL 996,10,2015-01-28,2020-01-13,Titulo x20,Titulo x20,657575,2015-01-28,688999,2015-01-28,ALLERGAN PPD COLOMBIA S A S,CRO97,COLOMBIA,Fuente 97,Especialidda 97,Tipo 97,192024 092,Molecula 97,Origen 97,APROBADO,3864,
98,PI ALL 996,15,2016-10-14,2020-01-13,Titulo 20,Titulo 20,324242,2016-10-14,8100,2016-10-14,ALLERGAN PPD COLOMBIA S A S,CRO98,COLOMBIA,Fuente 98,Especialidda 98,Tipo 98,192024 092,Molecula 98,Origen 98,APROBADO,3863,
99,PI ALL 996,17,2019-02-12,2020-02-15,Titulo 21,Titulo 21,2350,2019-02-12,23434,2019-02-12,ALLERGAN PPD COLOMBIA S A S,CRO99,COLOMBIA,Fuente 99,Especialidda 99,Tipo 99,192024 092,Molecula 99,Origen 99,APROBADO,3862,
100,PI ALP 864,10,2019-03-01,2020-02-15,Titulo y,Titulo y,221,2019-03-01,21323,2019-03-01,ALEXION PHARMACEUTICALS INC QUINTILES DE COLOMBIA LTDA,CRO100,COLOMBIA,Fuente 100,Especialidda 100,Tipo 100,ECU NMO 301,Molecula 100,Origen 100,APROBADO,3861,
101,PI ALP 850,11,2019-09-15,2020-03-15,Titulo x,Titulo x,253463,2019-09-15,24535,2019-09-15,ALEXION PHARMACEUTICALS INC QUINTILES DE COLOMBIA LTDA,CRO101,COLOMBIA,Fuente 101,Especialidda 101,Tipo 101,ECU NMO 302,Molecula 101,Origen 101,APROBADO,3860,
102,PI ALP 850,13,2018-11-04,2020-01-14,Titulo x21,Titulo x21,578765,2018-11-04,23323,2018-11-04,ALEXION PHARMACEUTICALS INC QUINTILES DE COLOMBIA LTDA,CRO102,COLOMBIA,Fuente 102,Especialidda 102,Tipo 102,ECU NMO 302,Molecula 102,Origen 102,APROBADO,3859,
103,PI ALP 864,15,2014-08-31,2020-03-15,Titulo 21,Titulo 21,2351,2014-08-31,12332,2014-08-31,ALEXION PHARMACEUTICALS INC QUINTILES DE COLOMBIA LTDA,CRO103,COLOMBIA,Fuente 103,Especialidda 103,Tipo 103,ECU NMO 301,Molecula 103,Origen 103,EN CURSO,3858,
104,PI AP 947,18,2015-01-29,2020-01-14,Titulo 22,Titulo 22,45654,2015-01-29,1233435,2015-01-29,ARBOR PHARMACEUTICALS LLC QUINTILES COLOMBIA LTDA,CRO104,COLOMBIA,Fuente 104,Especialidda 104,Tipo 104,AR 14 001,Molecula 104,Origen 104,EN CURSO,3857,
105,PI AP 947,19,2016-10-15,2020-01-14,Titulo y,Titulo y,689706,2016-10-15,436467,2016-10-15,ARBOR PHARMACEUTICALS LLC QUINTILES COLOMBIA LTDA,CRO105,COLOMBIA,Fuente 105,Especialidda 105,Tipo 105,AR 14 001,Molecula 105,Origen 105,EN CURSO,3856,
106,PI AZ 932,16,2019-02-13,2020-02-16,Titulo x,Titulo x,34441,2019-02-13,689000,2019-02-13,ASTRAZENECA AB,CRO106,COLOMBIA,Fuente 106,Especialidda 106,Tipo 106,D589SC00003,Molecula 106,Origen 106,RECHAZADO,3855,
107,PI AZ 932,13,2019-03-02,2020-02-16,Titulo x22,Titulo x22,234243,2019-03-02,8101,2019-03-02,ASTRAZENECA AB,CRO107,COLOMBIA,Fuente 107,Especialidda 107,Tipo 107,D589SC00003,Molecula 107,Origen 107,APROBADO,3854,
108,PI AZ 932,11,2019-09-16,2020-03-16,Titulo 22,Titulo 22,657576,2019-09-16,23435,2019-09-16,ASTRAZENECA AB,CRO108,COLOMBIA,Fuente 108,Especialidda 108,Tipo 108,D589SC00003,Molecula 108,Origen 108,EN CURSO,3853,
109,PI BH 992,16,2018-11-05,2020-01-15,Titulo 23,Titulo 23,324243,2018-11-05,21324,2018-11-05,BAYER S A,CRO109,COLOMBIA,Fuente 109,Especialidda 109,Tipo 109,BAY63 2521 13605,Molecula 109,Origen 109,APROBADO,3852,
110,PI BH 992,18,2014-09-01,2020-03-16,Titulo y,Titulo y,2351,2014-09-01,24536,2014-09-01,BAYER S A,CRO110,COLOMBIA,Fuente 110,Especialidda 110,Tipo 110,BAY63 2521 13605,Molecula 110,Origen 110,APROBADO,3851,
111,PI BH 992,11,2015-01-30,2020-01-15,Titulo x,Titulo x,222,2015-01-30,23324,2015-01-30,BAYER S A,CRO111,COLOMBIA,Fuente 111,Especialidda 111,Tipo 111,BAY63 2521 13605,Molecula 111,Origen 111,APROBADO,3850,
112,PI BI 665,12,2016-10-16,2020-01-15,Titulo x23,Titulo x23,253464,2016-10-16,12333,2016-10-16,BIOMARIN PHARMACEUTICAL INC COVANCE COLOMBIA SERVICES LTDA,CRO112,COLOMBIA,Fuente 112,Especialidda 112,Tipo 112,MOR 005,Molecula 112,Origen 112,APROBADO,3849,
113,PI BM 1001,14,2019-02-14,2020-02-17,Titulo 23,Titulo 23,578766,2019-02-14,1233436,2019-02-14,BRISTOL MYERS SQUIBB COMPANY,CRO113,COLOMBIA,Fuente 113,Especialidda 113,Tipo 113,CA209 227,Molecula 113,Origen 113,APROBADO,3848,
114,PI BM 511,16,2019-03-03,2020-02-17,Titulo 24,Titulo 24,2352,2019-03-03,436468,2019-03-03,BRYSTOL MYERS SQUIBB COMPANY BRYSTOL MYERS SQUIBB DE COLOMBIA S A,CRO114,COLOMBIA,Fuente 114,Especialidda 114,Tipo 114,AI 438 011,Molecula 114,Origen 114,APROBADO,3847,
115,PI BM 511,19,2019-09-17,2020-03-17,Titulo y,Titulo y,45655,2019-09-17,689001,2019-09-17,BRISTOL MYERS SQUIBB COMPANY ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO115,COLOMBIA,Fuente 115,Especialidda 115,Tipo 115,AI 438 011,Molecula 115,Origen 115,EN CURSO,3846,
116,PI BM 831,20,2018-11-06,2020-01-16,Titulo x,Titulo x,689707,2018-11-06,8102,2018-11-06,BRISTOL MYERS SQUIBB COMPANY ICON CLINICAL RESEARCH,CRO116,COLOMBIA,Fuente 116,Especialidda 116,Tipo 116,IM103116,Molecula 116,Origen 116,EN CURSO,3845,
117,PI BM 831,17,2014-09-02,2020-03-17,Titulo x24,Titulo x24,34442,2014-09-02,23436,2014-09-02,BRISTOL MYERS SQUIBB DE COLOMBIA S A ICON CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO117,COLOMBIA,Fuente 117,Especialidda 117,Tipo 117,IM103116,Molecula 117,Origen 117,EN CURSO,3844,
118,PI BM 831,14,2015-01-31,2020-01-16,Titulo 24,Titulo 24,234244,2015-01-31,21325,2015-01-31,BRISTOL MYERS SQUIBB DE COLOMBIA S A ICON CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO118,COLOMBIA,Fuente 118,Especialidda 118,Tipo 118,IM103116,Molecula 118,Origen 118,RECHAZADO,3843,
119,PI BM 943,12,2016-10-17,2020-01-16,Titulo 25,Titulo 25,657577,2016-10-17,24537,2016-10-17,BRISTOL MYERS SQUIBB COMPANY BRISTOL MYERS SQUIBB DE COLOMBIA,CRO119,COLOMBIA,Fuente 119,Especialidda 119,Tipo 119,IM 128 027,Molecula 119,Origen 119,APROBADO,3842,
120,PI BM 943,17,2019-02-15,2020-02-18,Titulo y,Titulo y,324244,2019-02-15,23325,2019-02-15,BRISTOL MYERS SQUIBB COMPANY BRISTOL MYERS SQUIBB DE COLOMBIA,CRO120,COLOMBIA,Fuente 120,Especialidda 120,Tipo 120,IM128 027,Molecula 120,Origen 120,EN CURSO,3841,
121,PI BM 971,19,2019-03-04,2020-02-18,Titulo x,Titulo x,2352,2019-03-04,12334,2019-03-04,BRISTOL MYERS SQUIBB DE COLOMBIA PPD COLOMBIA S A S,CRO121,COLOMBIA,Fuente 121,Especialidda 121,Tipo 121,CA209168,Molecula 121,Origen 121,APROBADO,3840,
122,PI BM 971,12,2019-09-18,2020-03-18,Titulo x25,Titulo x25,223,2019-09-18,1233437,2019-09-18,BRISTOL MYERS SQUIBB DE COLOMBIA PPD COLOMBIA S A S,CRO122,COLOMBIA,Fuente 122,Especialidda 122,Tipo 122,CA209168,Molecula 122,Origen 122,APROBADO,3839,
123,PI DA 952,13,2018-11-07,2020-01-17,Titulo 25,Titulo 25,253465,2018-11-07,436469,2018-11-07,DAIICHI SANKYO DEVELOPMENT INC RESEARCH LTDA,CRO123,COLOMBIA,Fuente 123,Especialidda 123,Tipo 123,DS5565 A E310,Molecula 123,Origen 123,APROBADO,3838,
124,PI DA 952,15,2014-09-03,2020-03-18,Titulo 26,Titulo 26,578767,2014-09-03,689002,2014-09-03,DAIICHI SANKYO DEVELOPMENT INC RESEARCH LTDA,CRO124,COLOMBIA,Fuente 124,Especialidda 124,Tipo 124,DS5565 A E310,Molecula 124,Origen 124,APROBADO,3837,
125,PI DA 952,17,2015-02-01,2020-01-17,Titulo y,Titulo y,2353,2015-02-01,8103,2015-02-01,DAIICHI SANKYO DEVELOPMENT INC RESEARCH LTDA,CRO125,COLOMBIA,Fuente 125,Especialidda 125,Tipo 125,DS5565 A E310,Molecula 125,Origen 125,APROBADO,3836,
126,PI DA 952,20,2016-10-18,2020-01-17,Titulo x,Titulo x,45656,2016-10-18,23437,2016-10-18,DAIICHI SANKYO DEVELOPMENT INC RESEARCH LTDA,CRO126,COLOMBIA,Fuente 126,Especialidda 126,Tipo 126,DS5565 A E310,Molecula 126,Origen 126,APROBADO,3835,
127,PI EMD 988,21,2019-02-16,2020-02-19,Titulo x26,Titulo x26,689708,2019-02-16,21326,2019-02-16,EMD SERONO RESEARCH Y DEVELOPMENT INSTITUTE INC QUINTILES COLOMBIA LTDA,CRO127,COLOMBIA,Fuente 127,Especialidda 127,Tipo 127,EMR100070 004,Molecula 127,Origen 127,EN CURSO,3834,
128,PI EMD 988,18,2019-03-05,2020-02-19,Titulo 26,Titulo 26,34443,2019-03-05,24538,2019-03-05,EMD SERONO RESEARCH Y DEVELOPMENT INSTITUTE INC QUINTILES COLOMBIA LTDA,CRO128,COLOMBIA,Fuente 128,Especialidda 128,Tipo 128,EMR100070 004,Molecula 128,Origen 128,EN CURSO,3833,
129,PI GAL 787,15,2019-09-19,2020-03-19,Titulo 27,Titulo 27,234245,2019-09-19,23326,2019-09-19,GALÁPAGOS NV INC RESEARCH COLOMBIA LTDA,CRO129,COLOMBIA,Fuente 129,Especialidda 129,Tipo 129,GLPG0634 CL 203,Molecula 129,Origen 129,EN CURSO,3832,
130,PI GAL 844,13,2018-11-08,2020-01-18,Titulo y,Titulo y,657578,2018-11-08,12335,2018-11-08,GALÁPAGOS NV INC RESEARCH COLOMBIA LTDA,CRO130,COLOMBIA,Fuente 130,Especialidda 130,Tipo 130,GLPG0634 CL 205,Molecula 130,Origen 130,RECHAZADO,3831,
131,PI HGS 824,18,2014-09-04,2020-03-19,Titulo x,Titulo x,324245,2014-09-04,1233438,2014-09-04,HUMAN GENOMA SCIENCES INC QUINTILES COLOMBIA LTDA,CRO131,COLOMBIA,Fuente 131,Especialidda 131,Tipo 131,HGS1006 C1112,Molecula 131,Origen 131,APROBADO,3830,
132,PI IRI 852,20,2015-02-02,2020-01-18,Titulo x27,Titulo x27,2353,2015-02-02,436470,2015-02-02,I R I S INSTITUT DE RECHERCHES INTERNATIONALES SERVIER PAREXEL INTERNATIONAL COLOMBIA S A S,CRO132,COLOMBIA,Fuente 132,Especialidda 132,Tipo 132,CL3 06790 010,Molecula 132,Origen 132,EN CURSO,3829,
133,PI IRI 852,13,2016-10-19,2020-01-18,Titulo 27,Titulo 27,224,2016-10-19,689003,2016-10-19,I R I S INSTITUT DE RECHERCHES INTERNATIONALES SERVIER PAREXEL INTERNATIONAL COLOMBIA S A S,CRO133,COLOMBIA,Fuente 133,Especialidda 133,Tipo 133,CL3 06790 010,Molecula 133,Origen 133,APROBADO,3828,
134,PI IRI 852,14,2019-02-17,2020-02-20,Titulo 28,Titulo 28,253466,2019-02-17,8104,2019-02-17,I R I S INSTITUT DE RECHERCHES INTERNATIONALES SERVIER PAREXEL INTERNATIONAL COLOMBIA S A S,CRO134,COLOMBIA,Fuente 134,Especialidda 134,Tipo 134,CL3 06790 010,Molecula 134,Origen 134,APROBADO,3827,
135,PI JC 949,16,2019-03-06,2020-02-20,Titulo y,Titulo y,578768,2019-03-06,23438,2019-03-06,JANSSEN RESEARCH Y DEVELOPMENT LLC PAREXEL INTERNATIONAL,CRO135,COLOMBIA,Fuente 135,Especialidda 135,Tipo 135,BAY 59 7939 17261 RIVAROXDVT3002,Molecula 135,Origen 135,APROBADO,3826,
136,PI JC 953,18,2019-09-20,2020-03-20,Titulo x,Titulo x,2354,2019-09-20,21327,2019-09-20,JANSSEN RESEARCH Y DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO136,COLOMBIA,Fuente 136,Especialidda 136,Tipo 136,28431754DNE3001,Molecula 136,Origen 136,APROBADO,3825,
137,PI JC 953,21,2018-11-09,2020-01-19,Titulo x28,Titulo x28,45657,2018-11-09,24539,2018-11-09,JANSSEN RESEARCH Y DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO137,COLOMBIA,Fuente 137,Especialidda 137,Tipo 137,28431754DNE3001,Molecula 137,Origen 137,APROBADO,3824,
138,PI JC 954,22,2014-09-05,2020-03-20,Titulo 28,Titulo 28,689709,2014-09-05,23327,2014-09-05,JANSSEN RESEARCH Y DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO138,COLOMBIA,Fuente 138,Especialidda 138,Tipo 138,28431754DNE3002,Molecula 138,Origen 138,APROBADO,3823,
139,PI JR 900,19,2015-02-03,2020-01-19,Titulo 29,Titulo 29,34444,2015-02-03,12336,2015-02-03,JANSSEN RESEARCH Y DEVELOPMENT LLC PAREXEL INTERNATIONAL DE COLOMBIA S A S,CRO139,COLOMBIA,Fuente 139,Especialidda 139,Tipo 139,CNTO136ARA3005,Molecula 139,Origen 139,EN CURSO,3822,
140,PI JR 900,16,2016-10-20,2020-01-19,Titulo y,Titulo y,234246,2016-10-20,1233439,2016-10-20,JANSSEN RESEARCH Y DEVELOPMENT LLC,CRO140,COLOMBIA,Fuente 140,Especialidda 140,Tipo 140,CNTO136ARA3005,Molecula 140,Origen 140,EN CURSO,3821,
141,PI LBI 989,14,2019-02-18,2020-02-21,Titulo x,Titulo x,657579,2019-02-18,436471,2019-02-18,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO141,COLOMBIA,Fuente 141,Especialidda 141,Tipo 141,1218 22,Molecula 141,Origen 141,EN CURSO,3820,
142,PI LBI 989,19,2019-03-07,2020-02-21,Titulo x29,Titulo x29,324246,2019-03-07,689004,2019-03-07,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO142,COLOMBIA,Fuente 142,Especialidda 142,Tipo 142,1218 22,Molecula 142,Origen 142,RECHAZADO,3819,
143,PI LBI 989,21,2019-09-21,2020-03-21,Titulo 29,Titulo 29,2354,2019-09-21,8105,2019-09-21,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO143,COLOMBIA,Fuente 143,Especialidda 143,Tipo 143,1218 22,Molecula 143,Origen 143,APROBADO,3818,
144,PI LBI 989,14,2018-11-10,2020-01-20,Titulo 30,Titulo 30,225,2018-11-10,23439,2018-11-10,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO144,COLOMBIA,Fuente 144,Especialidda 144,Tipo 144,1218 22,Molecula 144,Origen 144,EN CURSO,3817,
145,PI LBI 989,15,2014-09-06,2020-03-21,Titulo y,Titulo y,253467,2014-09-06,21328,2014-09-06,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO145,COLOMBIA,Fuente 145,Especialidda 145,Tipo 145,1218 22,Molecula 145,Origen 145,APROBADO,3816,
146,PI LBI 989,17,2015-02-04,2020-01-20,Titulo x,Titulo x,578769,2015-02-04,24540,2015-02-04,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO146,COLOMBIA,Fuente 146,Especialidda 146,Tipo 146,1218 22,Molecula 146,Origen 146,APROBADO,3815,
147,PI LBI 989,19,2016-10-21,2020-01-20,Titulo x30,Titulo x30,2355,2016-10-21,23328,2016-10-21,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO147,COLOMBIA,Fuente 147,Especialidda 147,Tipo 147,1218 22,Molecula 147,Origen 147,APROBADO,3814,
148,PI LBI 989,22,2019-02-19,2020-02-22,Titulo 30,Titulo 30,45658,2019-02-19,12337,2019-02-19,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO148,COLOMBIA,Fuente 148,Especialidda 148,Tipo 148,1218 22,Molecula 148,Origen 148,APROBADO,3813,
149,PI MP 969,23,2019-03-08,2020-02-22,Titulo 31,Titulo 31,689710,2019-03-08,1233440,2019-03-08,MILLENNIUM PHARMACEUTICALS INC PPD COLOMBIA S A S,CRO149,COLOMBIA,Fuente 149,Especialidda 149,Tipo 149,C16021,Molecula 149,Origen 149,APROBADO,3812,
150,PI MS 1007,20,2019-09-22,2020-03-22,Titulo y,Titulo y,34445,2019-09-22,436472,2019-09-22,MERCK SHARP Y DOHME COLOMBIA S A S,CRO150,COLOMBIA,Fuente 150,Especialidda 150,Tipo 150,MK7655A 014,Molecula 150,Origen 150,APROBADO,3811,
151,PI MS 1007,17,2018-11-11,2020-01-21,Titulo x,Titulo x,234247,2018-11-11,689005,2018-11-11,MERCK SHARP Y DOHME COLOMBIA S A S,CRO151,COLOMBIA,Fuente 151,Especialidda 151,Tipo 151,MK7655A 014,Molecula 151,Origen 151,EN CURSO,3810,
152,PI MS 1007,15,2014-09-07,2020-03-22,Titulo x31,Titulo x31,657580,2014-09-07,8106,2014-09-07,MERCK SHARP Y DOHME COLOMBIA S A S,CRO152,COLOMBIA,Fuente 152,Especialidda 152,Tipo 152,MK7655A 014,Molecula 152,Origen 152,EN CURSO,3809,
153,PI MS 1007,20,2015-02-05,2020-01-21,Titulo 31,Titulo 31,324247,2015-02-05,23440,2015-02-05,MERCK SHARP Y DOHME COLOMBIA S A S,CRO153,COLOMBIA,Fuente 153,Especialidda 153,Tipo 153,MK7655A 014,Molecula 153,Origen 153,EN CURSO,3808,
154,PI MS 1008,22,2016-10-22,2020-01-21,Titulo 32,Titulo 32,2355,2016-10-22,21329,2016-10-22,MERCK SHARP Y DOHME COLOMBIA S A S,CRO154,COLOMBIA,Fuente 154,Especialidda 154,Tipo 154,MK0431 838,Molecula 154,Origen 154,RECHAZADO,3807,
155,PI MS 1008,15,2019-02-20,2020-02-23,Titulo y,Titulo y,226,2019-02-20,24541,2019-02-20,MERCK SHARP Y DOHME COLOMBIA S A S,CRO155,COLOMBIA,Fuente 155,Especialidda 155,Tipo 155,MK0431 838,Molecula 155,Origen 155,APROBADO,3806,
156,PI MS 1008,16,2019-03-09,2020-02-23,Titulo x,Titulo x,253468,2019-03-09,23329,2019-03-09,MERCK SHARP Y DOHME COLOMBIA S A S,CRO156,COLOMBIA,Fuente 156,Especialidda 156,Tipo 156,MK0431 838,Molecula 156,Origen 156,EN CURSO,3805,
157,PI MS 1008,18,2019-09-23,2020-03-23,Titulo x32,Titulo x32,578770,2019-09-23,12338,2019-09-23,MERCK SHARP Y DOHME COLOMBIA S A S,CRO157,COLOMBIA,Fuente 157,Especialidda 157,Tipo 157,MK0431 838,Molecula 157,Origen 157,APROBADO,3804,
158,PI MS 1008,20,2018-11-12,2020-01-22,Titulo 32,Titulo 32,2356,2018-11-12,1233441,2018-11-12,MERCK SHARP Y DOHME COLOMBIA S A S,CRO158,COLOMBIA,Fuente 158,Especialidda 158,Tipo 158,MK0431 838,Molecula 158,Origen 158,APROBADO,3803,
159,PI MS 1008,23,2014-09-08,2020-03-23,Titulo 33,Titulo 33,45659,2014-09-08,436473,2014-09-08,MERCK SHARP Y DOHME COLOMBIA S A S,CRO159,COLOMBIA,Fuente 159,Especialidda 159,Tipo 159,MK0431 838,Molecula 159,Origen 159,APROBADO,3802,
160,PI MS 1008,24,2015-02-06,2020-01-22,Titulo y,Titulo y,689711,2015-02-06,689006,2015-02-06,MERCK SHARP AND DOHME COLOMBIA S A S,CRO160,COLOMBIA,Fuente 160,Especialidda 160,Tipo 160,MK0431 838,Molecula 160,Origen 160,APROBADO,3801,
161,PI MS 582,21,2016-10-23,2020-01-22,Titulo x,Titulo x,34446,2016-10-23,8107,2016-10-23,MERCK SHARP Y DOHME COLOMBIA S A S,CRO161,COLOMBIA,Fuente 161,Especialidda 161,Tipo 161,MK0431A 170,Molecula 161,Origen 161,APROBADO,3800,
162,PI MS 634,18,2019-02-21,2020-02-24,Titulo x33,Titulo x33,234248,2019-02-21,23441,2019-02-21,MERCK SHARP Y DOHME COLOMBIA S A S,CRO162,COLOMBIA,Fuente 162,Especialidda 162,Tipo 162,MK0822 018 10,Molecula 162,Origen 162,APROBADO,3799,
163,PI MS 859,16,2019-03-10,2020-02-24,Titulo 33,Titulo 33,657581,2019-03-10,21330,2019-03-10,MERCK SHARP Y DOHME COLOMBIA S A S,CRO163,COLOMBIA,Fuente 163,Especialidda 163,Tipo 163,V503 001 04,Molecula 163,Origen 163,EN CURSO,3798,
164,PI MS 877,21,2019-09-24,2020-03-24,Titulo 34,Titulo 34,324248,2019-09-24,24542,2019-09-24,MERCK SHARP Y DOHME CORP COVANCE COLOMBIA SERVICES LTDA,CRO164,COLOMBIA,Fuente 164,Especialidda 164,Tipo 164,MK 8835 001,Molecula 164,Origen 164,EN CURSO,3797,
165,PI MS 880,23,2018-11-13,2020-01-23,Titulo y,Titulo y,2356,2018-11-13,23330,2018-11-13,MERCK SHARP Y DOHME CORP PAREXEL INTERNATIONAL COLOMBIA S A S,CRO165,COLOMBIA,Fuente 165,Especialidda 165,Tipo 165,MK 8835 004 B1521021,Molecula 165,Origen 165,EN CURSO,3796,
166,PI MS 898,16,2014-09-09,2020-03-24,Titulo x,Titulo x,227,2014-09-09,12339,2014-09-09,MERCK Y CO INC COVANCE COLOMBIA SERVICES LTDA,CRO166,COLOMBIA,Fuente 166,Especialidda 166,Tipo 166,MK 8835 005,Molecula 166,Origen 166,RECHAZADO,3795,
167,PI MS 920,17,2015-02-07,2020-01-23,Titulo x34,Titulo x34,253469,2015-02-07,1233442,2015-02-07,CELLTRION INC PPD COLOMBIA S A S,CRO167,COLOMBIA,Fuente 167,Especialidda 167,Tipo 167,MK0822 018 20,Molecula 167,Origen 167,APROBADO,3794,
168,PI MS 920,19,2016-10-24,2020-01-23,Titulo 34,Titulo 34,578771,2016-10-24,436474,2016-10-24,CELLTRION INC PPD COLOMBIA S A S,CRO168,COLOMBIA,Fuente 168,Especialidda 168,Tipo 168,MK0822 018 20,Molecula 168,Origen 168,EN CURSO,3793,
169,PI MS 920,21,2019-02-22,2020-02-25,Titulo 35,Titulo 35,2357,2019-02-22,689007,2019-02-22,DAIICHI SANKYO PHARMA DEVELOPMENT INC RESEARCH COLOMBIA LTDA,CRO169,COLOMBIA,Fuente 169,Especialidda 169,Tipo 169,MK0822 018 20,Molecula 169,Origen 169,APROBADO,3792,
170,PI MS 920,24,2019-03-11,2020-02-25,Titulo y,Titulo y,45660,2019-03-11,8108,2019-03-11,MERK KGAA FRANKFURTER STR 250 64293 DARMSTADT ALEMANIA Y EMD SERONO RESEARCH Y DEVELOPMENT INSTITUTE INC SOLO EE UU 45A MIDDLESEX TURNPIKE BILLERICA MA 01821 EEUU QUNTILES COLOMBIA LTDA,CRO170,COLOMBIA,Fuente 170,Especialidda 170,Tipo 170,MK0822 018 20,Molecula 170,Origen 170,APROBADO,3791,
